Year;City;sport;country;gender;medal;age
2004;Athens;Judo;EST;Men;Bronze;24
2004;Athens;Judo;NED;Men;Bronze;26
2004;Athens;Judo;JPN;Men;Gold;19
2004;Athens;Judo;RUS;Men;Silver;27
2004;Athens;Judo;RUS;Women;Bronze;27
2004;Athens;Judo;CHN;Women;Bronze;27
2004;Athens;Judo;JPN;Women;Gold;18
2004;Athens;Judo;CUB;Women;Silver;24
2004;Athens;Judo;BEL;Women;Bronze;24
2004;Athens;Judo;CUB;Women;Bronze;18
2004;Athens;Judo;CHN;Women;Gold;23
2004;Athens;Judo;JPN;Women;Silver;24
2004;Athens;Judo;NED;Women;Bronze;26
2004;Athens;Judo;CUB;Women;Bronze;28
2004;Athens;Judo;GER;Women;Gold;28
2004;Athens;Judo;PRK;Women;Silver;25
2004;Athens;Judo;CUB;Women;Bronze;29
2004;Athens;Judo;SLO;Women;Bronze;24
2004;Athens;Judo;JPN;Women;Gold;28
2004;Athens;Judo;AUT;Women;Silver;24
2004;Athens;Judo;CUB;Men;Bronze;21
2004;Athens;Judo;BUL;Men;Bronze;25
2004;Athens;Judo;JPN;Men;Gold;21
2004;Athens;Judo;SVK;Men;Silver;18
2004;Athens;Judo;GER;Women;Bronze;25
2004;Athens;Judo;CHN;Women;Bronze;21
2004;Athens;Judo;JPN;Women;Gold;20
2004;Athens;Judo;NED;Women;Silver;19
2004;Athens;Judo;BRA;Men;Bronze;21
2004;Athens;Judo;USA;Men;Bronze;24
2004;Athens;Judo;KOR;Men;Gold;29
2004;Athens;Judo;RUS;Men;Silver;24
2004;Athens;Judo;CUB;Women;Bronze;25
2004;Athens;Judo;ITA;Women;Bronze;19
2004;Athens;Judo;JPN;Women;Gold;22
2004;Athens;Judo;CHN;Women;Silver;20
2004;Athens;Judo;BRA;Men;Bronze;21
2004;Athens;Judo;RUS;Men;Bronze;24
2004;Athens;Judo;GRE;Men;Gold;30
2004;Athens;Judo;UKR;Men;Silver;23
2004;Athens;Judo;NED;Men;Bronze;29
2004;Athens;Judo;RUS;Men;Bronze;30
2004;Athens;Judo;GEO;Men;Gold;18
2004;Athens;Judo;JPN;Men;Silver;20
2004;Athens;Judo;GER;Men;Bronze;29
2004;Athens;Judo;ISR;Men;Bronze;25
2004;Athens;Judo;BLR;Men;Gold;30
2004;Athens;Judo;KOR;Men;Silver;26
2004;Athens;Modern Pentathlon;CZE;Men;Bronze;26
2004;Athens;Modern Pentathlon;RUS;Men;Gold;21
2004;Athens;Modern Pentathlon;LTU;Men;Silver;22
2004;Athens;Modern Pentathlon;GBR;Women;Bronze;21
2004;Athens;Modern Pentathlon;HUN;Women;Gold;26
2004;Athens;Modern Pentathlon;LAT;Women;Silver;23
2004;Athens;Rowing;RSA;Men;Bronze;18
2004;Athens;Rowing;RSA;Men;Bronze;23
2004;Athens;Rowing;AUS;Men;Gold;24
2004;Athens;Rowing;AUS;Men;Gold;26
2004;Athens;Rowing;CRO;Men;Silver;22
2004;Athens;Rowing;CRO;Men;Silver;20
2004;Athens;Rowing;ITA;Men;Bronze;19
2004;Athens;Rowing;ITA;Men;Bronze;24
2004;Athens;Rowing;FRA;Men;Gold;22
2004;Athens;Rowing;FRA;Men;Gold;26
2004;Athens;Rowing;SLO;Men;Silver;29
2004;Athens;Rowing;SLO;Men;Silver;21
2004;Athens;Rowing;GBR;Women;Bronze;19
2004;Athens;Rowing;GBR;Women;Bronze;29
2004;Athens;Rowing;NZL;Women;Gold;21
2004;Athens;Rowing;NZL;Women;Gold;28
2004;Athens;Rowing;GER;Women;Silver;26
2004;Athens;Rowing;GER;Women;Silver;23
2004;Athens;Rowing;AUS;Men;Bronze;23
2004;Athens;Rowing;AUS;Men;Bronze;28
2004;Athens;Rowing;AUS;Men;Bronze;30
2004;Athens;Rowing;AUS;Men;Bronze;19
2004;Athens;Rowing;AUS;Men;Bronze;28
2004;Athens;Rowing;AUS;Men;Bronze;18
2004;Athens;Rowing;AUS;Men;Bronze;27
2004;Athens;Rowing;AUS;Men;Bronze;28
2004;Athens;Rowing;AUS;Men;Bronze;23
2004;Athens;Rowing;USA;Men;Gold;21
2004;Athens;Rowing;USA;Men;Gold;21
2004;Athens;Rowing;USA;Men;Gold;30
2004;Athens;Rowing;USA;Men;Gold;20
2004;Athens;Rowing;USA;Men;Gold;20
2004;Athens;Rowing;USA;Men;Gold;18
2004;Athens;Rowing;USA;Men;Gold;24
2004;Athens;Rowing;USA;Men;Gold;19
2004;Athens;Rowing;USA;Men;Gold;22
2004;Athens;Rowing;NED;Men;Silver;25
2004;Athens;Rowing;NED;Men;Silver;23
2004;Athens;Rowing;NED;Men;Silver;24
2004;Athens;Rowing;NED;Men;Silver;29
2004;Athens;Rowing;NED;Men;Silver;27
2004;Athens;Rowing;NED;Men;Silver;29
2004;Athens;Rowing;NED;Men;Silver;29
2004;Athens;Rowing;NED;Men;Silver;29
2004;Athens;Rowing;NED;Men;Silver;26
2004;Athens;Rowing;NED;Women;Bronze;20
2004;Athens;Rowing;NED;Women;Bronze;28
2004;Athens;Rowing;NED;Women;Bronze;28
2004;Athens;Rowing;NED;Women;Bronze;24
2004;Athens;Rowing;NED;Women;Bronze;21
2004;Athens;Rowing;NED;Women;Bronze;24
2004;Athens;Rowing;NED;Women;Bronze;18
2004;Athens;Rowing;NED;Women;Bronze;18
2004;Athens;Rowing;NED;Women;Bronze;27
2004;Athens;Rowing;ROU;Women;Gold;24
2004;Athens;Rowing;ROU;Women;Gold;21
2004;Athens;Rowing;ROU;Women;Gold;26
2004;Athens;Rowing;ROU;Women;Gold;20
2004;Athens;Rowing;ROU;Women;Gold;22
2004;Athens;Rowing;ROU;Women;Gold;22
2004;Athens;Rowing;ROU;Women;Gold;30
2004;Athens;Rowing;ROU;Women;Gold;26
2004;Athens;Rowing;ROU;Women;Gold;21
2004;Athens;Rowing;USA;Women;Silver;25
2004;Athens;Rowing;USA;Women;Silver;25
2004;Athens;Rowing;USA;Women;Silver;27
2004;Athens;Rowing;USA;Women;Silver;27
2004;Athens;Rowing;USA;Women;Silver;29
2004;Athens;Rowing;USA;Women;Silver;26
2004;Athens;Rowing;USA;Women;Silver;30
2004;Athens;Rowing;USA;Women;Silver;25
2004;Athens;Rowing;USA;Women;Silver;23
2004;Athens;Rowing;ITA;Men;Bronze;26
2004;Athens;Rowing;ITA;Men;Bronze;22
2004;Athens;Rowing;ITA;Men;Bronze;23
2004;Athens;Rowing;ITA;Men;Bronze;24
2004;Athens;Rowing;GBR;Men;Gold;21
2004;Athens;Rowing;GBR;Men;Gold;21
2004;Athens;Rowing;GBR;Men;Gold;24
2004;Athens;Rowing;GBR;Men;Gold;19
2004;Athens;Rowing;CAN;Men;Silver;30
2004;Athens;Rowing;CAN;Men;Silver;25
2004;Athens;Rowing;CAN;Men;Silver;25
2004;Athens;Rowing;CAN;Men;Silver;21
2004;Athens;Rowing;ITA;Men;Bronze;23
2004;Athens;Rowing;ITA;Men;Bronze;30
2004;Athens;Rowing;ITA;Men;Bronze;18
2004;Athens;Rowing;ITA;Men;Bronze;30
2004;Athens;Rowing;DEN;Men;Gold;25
2004;Athens;Rowing;DEN;Men;Gold;19
2004;Athens;Rowing;DEN;Men;Gold;28
2004;Athens;Rowing;DEN;Men;Gold;23
2004;Athens;Rowing;AUS;Men;Silver;26
2004;Athens;Rowing;AUS;Men;Silver;25
2004;Athens;Rowing;AUS;Men;Silver;27
2004;Athens;Rowing;AUS;Men;Silver;29
2004;Athens;Rowing;GRE;Men;Bronze;20
2004;Athens;Rowing;GRE;Men;Bronze;23
2004;Athens;Rowing;POL;Men;Gold;28
2004;Athens;Rowing;POL;Men;Gold;22
2004;Athens;Rowing;FRA;Men;Silver;25
2004;Athens;Rowing;FRA;Men;Silver;23
2004;Athens;Rowing;NED;Women;Bronze;27
2004;Athens;Rowing;NED;Women;Bronze;20
2004;Athens;Rowing;ROU;Women;Gold;27
2004;Athens;Rowing;ROU;Women;Gold;25
2004;Athens;Rowing;GER;Women;Silver;29
2004;Athens;Rowing;GER;Women;Silver;27
2004;Athens;Rowing;BLR;Women;Bronze;21
2004;Athens;Rowing;BLR;Women;Bronze;28
2004;Athens;Rowing;ROU;Women;Gold;21
2004;Athens;Rowing;ROU;Women;Gold;30
2004;Athens;Rowing;GBR;Women;Silver;30
2004;Athens;Rowing;GBR;Women;Silver;27
2004;Athens;Rowing;UKR;Men;Bronze;21
2004;Athens;Rowing;UKR;Men;Bronze;25
2004;Athens;Rowing;UKR;Men;Bronze;30
2004;Athens;Rowing;UKR;Men;Bronze;20
2004;Athens;Rowing;RUS;Men;Gold;19
2004;Athens;Rowing;RUS;Men;Gold;20
2004;Athens;Rowing;RUS;Men;Gold;30
2004;Athens;Rowing;RUS;Men;Gold;22
2004;Athens;Rowing;CZE;Men;Silver;21
2004;Athens;Rowing;CZE;Men;Silver;26
2004;Athens;Rowing;CZE;Men;Silver;29
2004;Athens;Rowing;CZE;Men;Silver;27
2004;Athens;Rowing;AUS;Women;Bronze;29
2004;Athens;Rowing;AUS;Women;Bronze;24
2004;Athens;Rowing;AUS;Women;Bronze;19
2004;Athens;Rowing;AUS;Women;Bronze;28
2004;Athens;Rowing;GER;Women;Gold;19
2004;Athens;Rowing;GER;Women;Gold;24
2004;Athens;Rowing;GER;Women;Gold;28
2004;Athens;Rowing;GER;Women;Gold;20
2004;Athens;Rowing;GBR;Women;Silver;29
2004;Athens;Rowing;GBR;Women;Silver;30
2004;Athens;Rowing;GBR;Women;Silver;21
2004;Athens;Rowing;GBR;Women;Silver;23
2004;Athens;Rowing;BUL;Men;Bronze;22
2004;Athens;Rowing;NOR;Men;Gold;22
2004;Athens;Rowing;EST;Men;Silver;28
2004;Athens;Rowing;BUL;Women;Bronze;20
2004;Athens;Rowing;GER;Women;Gold;24
2004;Athens;Rowing;BLR;Women;Silver;28
2004;Athens;Sailing;JPN;Men;Bronze;20
2004;Athens;Sailing;JPN;Men;Bronze;27
2004;Athens;Sailing;USA;Men;Gold;21
2004;Athens;Sailing;USA;Men;Gold;23
2004;Athens;Sailing;GBR;Men;Silver;29
2004;Athens;Sailing;GBR;Men;Silver;18
2004;Athens;Sailing;SWE;Women;Bronze;26
2004;Athens;Sailing;SWE;Women;Bronze;24
2004;Athens;Sailing;GRE;Women;Gold;24
2004;Athens;Sailing;GRE;Women;Gold;27
2004;Athens;Sailing;ESP;Women;Silver;19
2004;Athens;Sailing;ESP;Women;Silver;20
2004;Athens;Sailing;GBR;Men;Bronze;28
2004;Athens;Sailing;GBR;Men;Bronze;19
2004;Athens;Sailing;ESP;Men;Gold;30
2004;Athens;Sailing;ESP;Men;Gold;22
2004;Athens;Sailing;UKR;Men;Silver;29
2004;Athens;Sailing;UKR;Men;Silver;27
2004;Athens;Sailing;GBR;Men;Bronze;27
2004;Athens;Sailing;ISR;Men;Gold;24
2004;Athens;Sailing;GRE;Men;Silver;25
2004;Athens;Sailing;ITA;Women;Bronze;29
2004;Athens;Sailing;FRA;Women;Gold;28
2004;Athens;Sailing;CHN;Women;Silver;23
2004;Athens;Sailing;DEN;Women;Bronze;24
2004;Athens;Sailing;NOR;Women;Gold;20
2004;Athens;Sailing;CZE;Women;Silver;29
2004;Athens;Sailing;POL;Men;Bronze;25
2004;Athens;Sailing;GBR;Men;Gold;19
2004;Athens;Sailing;ESP;Men;Silver;19
2004;Athens;Sailing;SLO;Men;Bronze;30
2004;Athens;Sailing;BRA;Men;Gold;22
2004;Athens;Sailing;AUT;Men;Silver;26
2004;Athens;Sailing;FRA;Men;Bronze;30
2004;Athens;Sailing;FRA;Men;Bronze;25
2004;Athens;Sailing;BRA;Men;Gold;27
2004;Athens;Sailing;BRA;Men;Gold;28
2004;Athens;Sailing;CAN;Men;Silver;18
2004;Athens;Sailing;CAN;Men;Silver;25
2004;Athens;Sailing;ARG;Men;Bronze;30
2004;Athens;Sailing;ARG;Men;Bronze;23
2004;Athens;Sailing;AUT;Men;Gold;28
2004;Athens;Sailing;AUT;Men;Gold;18
2004;Athens;Sailing;USA;Men;Silver;25
2004;Athens;Sailing;USA;Men;Silver;27
2004;Athens;Sailing;DEN;Women;Bronze;25
2004;Athens;Sailing;DEN;Women;Bronze;26
2004;Athens;Sailing;DEN;Women;Bronze;28
2004;Athens;Sailing;GBR;Women;Gold;22
2004;Athens;Sailing;GBR;Women;Gold;22
2004;Athens;Sailing;GBR;Women;Gold;23
2004;Athens;Sailing;UKR;Women;Silver;30
2004;Athens;Sailing;UKR;Women;Silver;26
2004;Athens;Sailing;UKR;Women;Silver;19
2004;Athens;Shooting;BUL;Women;Bronze;23
2004;Athens;Shooting;UKR;Women;Gold;23
2004;Athens;Shooting;SCG;Women;Silver;27
2004;Athens;Shooting;RUS;Men;Bronze;18
2004;Athens;Shooting;CHN;Men;Gold;30
2004;Athens;Shooting;RUS;Men;Silver;18
2004;Athens;Shooting;CZE;Women;Bronze;24
2004;Athens;Shooting;CHN;Women;Gold;25
2004;Athens;Shooting;RUS;Women;Silver;21
2004;Athens;Shooting;SVK;Men;Bronze;26
2004;Athens;Shooting;CHN;Men;Gold;27
2004;Athens;Shooting;CHN;Men;Silver;28
2004;Athens;Shooting;RUS;Men;Bronze;21
2004;Athens;Shooting;GER;Men;Gold;30
2004;Athens;Shooting;RUS;Men;Silver;25
2004;Athens;Shooting;AZE;Women;Bronze;22
2004;Athens;Shooting;BUL;Women;Gold;26
2004;Athens;Shooting;CZE;Women;Silver;18
2004;Athens;Shooting;RUS;Men;Bronze;26
2004;Athens;Shooting;GER;Men;Gold;21
2004;Athens;Shooting;RUS;Men;Silver;21
2004;Athens;Shooting;PRK;Men;Bronze;26
2004;Athens;Shooting;RUS;Men;Gold;23
2004;Athens;Shooting;KOR;Men;Silver;25
2004;Athens;Shooting;CHN;Women;Bronze;24
2004;Athens;Shooting;RUS;Women;Gold;24
2004;Athens;Shooting;ITA;Women;Silver;24
2004;Athens;Shooting;AUT;Men;Bronze;27
2004;Athens;Shooting;CHN;Men;Gold;26
2004;Athens;Shooting;USA;Men;Silver;21
2004;Athens;Shooting;BLR;Men;Bronze;22
2004;Athens;Shooting;USA;Men;Gold;24
2004;Athens;Shooting;GER;Men;Silver;23
2004;Athens;Shooting;CHN;Women;Bronze;25
2004;Athens;Shooting;USA;Women;Gold;20
2004;Athens;Shooting;KOR;Women;Silver;21
2004;Athens;Shooting;CHN;Men;Bronze;29
2004;Athens;Shooting;UAE;Men;Gold;26
2004;Athens;Shooting;IND;Men;Silver;25
2004;Athens;Shooting;CUB;Men;Bronze;21
2004;Athens;Shooting;ITA;Men;Gold;26
2004;Athens;Shooting;FIN;Men;Silver;29
2004;Athens;Shooting;AZE;Women;Bronze;28
2004;Athens;Shooting;HUN;Women;Gold;29
2004;Athens;Shooting;CHN;Women;Silver;18
2004;Athens;Shooting;AUS;Men;Bronze;21
2004;Athens;Shooting;RUS;Men;Gold;21
2004;Athens;Shooting;ITA;Men;Silver;25
2004;Athens;Shooting;KOR;Women;Bronze;18
2004;Athens;Shooting;AUS;Women;Gold;28
2004;Athens;Shooting;ESP;Women;Silver;24
2004;Athens;Softball;JPN;Women;Bronze;28
2004;Athens;Softball;JPN;Women;Bronze;25
2004;Athens;Softball;JPN;Women;Bronze;24
2004;Athens;Softball;JPN;Women;Bronze;18
2004;Athens;Softball;JPN;Women;Bronze;24
2004;Athens;Softball;JPN;Women;Bronze;22
2004;Athens;Softball;JPN;Women;Bronze;19
2004;Athens;Softball;JPN;Women;Bronze;27
2004;Athens;Softball;JPN;Women;Bronze;24
2004;Athens;Softball;JPN;Women;Bronze;28
2004;Athens;Softball;JPN;Women;Bronze;25
2004;Athens;Softball;JPN;Women;Bronze;22
2004;Athens;Softball;JPN;Women;Bronze;25
2004;Athens;Softball;JPN;Women;Bronze;27
2004;Athens;Softball;JPN;Women;Bronze;28
2004;Athens;Softball;USA;Women;Gold;23
2004;Athens;Softball;USA;Women;Gold;29
2004;Athens;Softball;USA;Women;Gold;26
2004;Athens;Softball;USA;Women;Gold;25
2004;Athens;Softball;USA;Women;Gold;27
2004;Athens;Softball;USA;Women;Gold;30
2004;Athens;Softball;USA;Women;Gold;25
2004;Athens;Softball;USA;Women;Gold;24
2004;Athens;Softball;USA;Women;Gold;20
2004;Athens;Softball;USA;Women;Gold;26
2004;Athens;Softball;USA;Women;Gold;23
2004;Athens;Softball;USA;Women;Gold;26
2004;Athens;Softball;USA;Women;Gold;26
2004;Athens;Softball;USA;Women;Gold;25
2004;Athens;Softball;USA;Women;Gold;27
2004;Athens;Softball;AUS;Women;Silver;19
2004;Athens;Softball;AUS;Women;Silver;21
2004;Athens;Softball;AUS;Women;Silver;23
2004;Athens;Softball;AUS;Women;Silver;26
2004;Athens;Softball;AUS;Women;Silver;22
2004;Athens;Softball;AUS;Women;Silver;27
2004;Athens;Softball;AUS;Women;Silver;18
2004;Athens;Softball;AUS;Women;Silver;30
2004;Athens;Softball;AUS;Women;Silver;23
2004;Athens;Softball;AUS;Women;Silver;27
2004;Athens;Softball;AUS;Women;Silver;22
2004;Athens;Softball;AUS;Women;Silver;20
2004;Athens;Softball;AUS;Women;Silver;21
2004;Athens;Softball;AUS;Women;Silver;21
2004;Athens;Softball;AUS;Women;Silver;30
2004;Athens;Table Tennis;DEN;Men;Bronze;28
2004;Athens;Table Tennis;DEN;Men;Bronze;27
2004;Athens;Table Tennis;CHN;Men;Gold;18
2004;Athens;Table Tennis;CHN;Men;Gold;29
2004;Athens;Table Tennis;HKG;Men;Silver;22
2004;Athens;Table Tennis;HKG;Men;Silver;30
2004;Athens;Table Tennis;CHN;Women;Bronze;29
2004;Athens;Table Tennis;CHN;Women;Bronze;20
2004;Athens;Table Tennis;CHN;Women;Gold;26
2004;Athens;Table Tennis;CHN;Women;Gold;29
2004;Athens;Table Tennis;KOR;Women;Silver;23
2004;Athens;Table Tennis;KOR;Women;Silver;29
2004;Athens;Table Tennis;CHN;Men;Bronze;25
2004;Athens;Table Tennis;KOR;Men;Gold;25
2004;Athens;Table Tennis;CHN;Men;Silver;24
2004;Athens;Table Tennis;KOR;Women;Bronze;22
2004;Athens;Table Tennis;CHN;Women;Gold;23
2004;Athens;Table Tennis;PRK;Women;Silver;28
2004;Athens;Taekwondo;THA;Women;Bronze;28
2004;Athens;Taekwondo;TPE;Women;Gold;30
2004;Athens;Taekwondo;CUB;Women;Silver;27
2004;Athens;Taekwondo;EGY;Men;Bronze;21
2004;Athens;Taekwondo;TPE;Men;Gold;29
2004;Athens;Taekwondo;MEX;Men;Silver;19
2004;Athens;Taekwondo;VEN;Women;Bronze;23
2004;Athens;Taekwondo;CHN;Women;Gold;18
2004;Athens;Taekwondo;FRA;Women;Silver;29
2004;Athens;Taekwondo;FRA;Men;Bronze;21
2004;Athens;Taekwondo;KOR;Men;Gold;25
2004;Athens;Taekwondo;GRE;Men;Silver;22
2004;Athens;Taekwondo;MEX;Women;Bronze;29
2004;Athens;Taekwondo;KOR;Women;Gold;20
2004;Athens;Taekwondo;USA;Women;Silver;27
2004;Athens;Taekwondo;KOR;Women;Bronze;27
2004;Athens;Taekwondo;CHN;Women;Gold;28
2004;Athens;Taekwondo;GRE;Women;Silver;25
2004;Athens;Taekwondo;KOR;Men;Bronze;26
2004;Athens;Taekwondo;IRI;Men;Gold;21
2004;Athens;Taekwondo;TPE;Men;Silver;29
2004;Athens;Taekwondo;IRI;Men;Bronze;24
2004;Athens;Taekwondo;USA;Men;Gold;30
2004;Athens;Taekwondo;TUR;Men;Silver;27
2004;Athens;Tennis;CRO;Men;Bronze;28
2004;Athens;Tennis;CRO;Men;Bronze;28
2004;Athens;Tennis;CHI;Men;Gold;18
2004;Athens;Tennis;CHI;Men;Gold;30
2004;Athens;Tennis;GER;Men;Silver;20
2004;Athens;Tennis;GER;Men;Silver;20
2004;Athens;Tennis;ARG;Women;Bronze;22
2004;Athens;Tennis;ARG;Women;Bronze;27
2004;Athens;Tennis;CHN;Women;Gold;24
2004;Athens;Tennis;CHN;Women;Gold;19
2004;Athens;Tennis;CHI;Men;Bronze;23
2004;Athens;Tennis;CHI;Men;Gold;21
2004;Athens;Tennis;USA;Men;Silver;19
2004;Athens;Tennis;AUS;Women;Bronze;20
2004;Athens;Tennis;BEL;Women;Gold;30
2004;Athens;Tennis;FRA;Women;Silver;18
2004;Athens;Triathlon;SUI;Men;Bronze;24
2004;Athens;Triathlon;NZL;Men;Gold;30
2004;Athens;Triathlon;NZL;Men;Silver;23
2004;Athens;Triathlon;USA;Women;Bronze;30
2004;Athens;Triathlon;AUT;Women;Gold;21
2004;Athens;Triathlon;AUS;Women;Silver;28
2004;Athens;Volleyball;SUI;Men;Bronze;28
2004;Athens;Volleyball;SUI;Men;Bronze;19
2004;Athens;Volleyball;BRA;Men;Gold;26
2004;Athens;Volleyball;BRA;Men;Gold;18
2004;Athens;Volleyball;ESP;Men;Silver;19
2004;Athens;Volleyball;ESP;Men;Silver;19
2004;Athens;Volleyball;USA;Women;Bronze;18
2004;Athens;Volleyball;USA;Women;Bronze;28
2004;Athens;Volleyball;USA;Women;Gold;26
2004;Athens;Volleyball;USA;Women;Gold;22
2004;Athens;Volleyball;BRA;Women;Silver;25
2004;Athens;Volleyball;BRA;Women;Silver;23
2004;Athens;Volleyball;RUS;Men;Bronze;26
2004;Athens;Volleyball;RUS;Men;Bronze;22
2004;Athens;Volleyball;RUS;Men;Bronze;19
2004;Athens;Volleyball;RUS;Men;Bronze;28
2004;Athens;Volleyball;RUS;Men;Bronze;24
2004;Athens;Volleyball;RUS;Men;Bronze;18
2004;Athens;Volleyball;RUS;Men;Bronze;19
2004;Athens;Volleyball;RUS;Men;Bronze;21
2004;Athens;Volleyball;RUS;Men;Bronze;20
2004;Athens;Volleyball;RUS;Men;Bronze;24
2004;Athens;Volleyball;RUS;Men;Bronze;28
2004;Athens;Volleyball;RUS;Men;Bronze;29
2004;Athens;Volleyball;BRA;Men;Gold;19
2004;Athens;Volleyball;BRA;Men;Gold;18
2004;Athens;Volleyball;BRA;Men;Gold;18
2004;Athens;Volleyball;BRA;Men;Gold;28
2004;Athens;Volleyball;BRA;Men;Gold;21
2004;Athens;Volleyball;BRA;Men;Gold;30
2004;Athens;Volleyball;BRA;Men;Gold;30
2004;Athens;Volleyball;BRA;Men;Gold;19
2004;Athens;Volleyball;BRA;Men;Gold;29
2004;Athens;Volleyball;BRA;Men;Gold;27
2004;Athens;Volleyball;BRA;Men;Gold;26
2004;Athens;Volleyball;BRA;Men;Gold;28
2004;Athens;Volleyball;ITA;Men;Silver;20
2004;Athens;Volleyball;ITA;Men;Silver;28
2004;Athens;Volleyball;ITA;Men;Silver;25
2004;Athens;Volleyball;ITA;Men;Silver;21
2004;Athens;Volleyball;ITA;Men;Silver;22
2004;Athens;Volleyball;ITA;Men;Silver;29
2004;Athens;Volleyball;ITA;Men;Silver;20
2004;Athens;Volleyball;ITA;Men;Silver;21
2004;Athens;Volleyball;ITA;Men;Silver;30
2004;Athens;Volleyball;ITA;Men;Silver;27
2004;Athens;Volleyball;ITA;Men;Silver;27
2004;Athens;Volleyball;CUB;Women;Bronze;18
2004;Athens;Volleyball;CUB;Women;Bronze;29
2004;Athens;Volleyball;CUB;Women;Bronze;27
2004;Athens;Volleyball;CUB;Women;Bronze;18
2004;Athens;Volleyball;CUB;Women;Bronze;20
2004;Athens;Volleyball;CUB;Women;Bronze;20
2004;Athens;Volleyball;CUB;Women;Bronze;29
2004;Athens;Volleyball;CUB;Women;Bronze;24
2004;Athens;Volleyball;CUB;Women;Bronze;27
2004;Athens;Volleyball;CUB;Women;Bronze;21
2004;Athens;Volleyball;CUB;Women;Bronze;30
2004;Athens;Volleyball;CUB;Women;Bronze;18
2004;Athens;Volleyball;CHN;Women;Gold;25
2004;Athens;Volleyball;CHN;Women;Gold;28
2004;Athens;Volleyball;CHN;Women;Gold;22
2004;Athens;Volleyball;CHN;Women;Gold;30
2004;Athens;Volleyball;CHN;Women;Gold;20
2004;Athens;Volleyball;CHN;Women;Gold;23
2004;Athens;Volleyball;CHN;Women;Gold;25
2004;Athens;Volleyball;CHN;Women;Gold;30
2004;Athens;Volleyball;CHN;Women;Gold;18
2004;Athens;Volleyball;CHN;Women;Gold;24
2004;Athens;Volleyball;CHN;Women;Gold;27
2004;Athens;Volleyball;CHN;Women;Gold;20
2004;Athens;Volleyball;RUS;Women;Silver;26
2004;Athens;Volleyball;RUS;Women;Silver;27
2004;Athens;Volleyball;RUS;Women;Silver;19
2004;Athens;Volleyball;RUS;Women;Silver;26
2004;Athens;Volleyball;RUS;Women;Silver;23
2004;Athens;Volleyball;RUS;Women;Silver;27
2004;Athens;Volleyball;RUS;Women;Silver;29
2004;Athens;Volleyball;RUS;Women;Silver;28
2004;Athens;Volleyball;RUS;Women;Silver;30
2004;Athens;Volleyball;RUS;Women;Silver;18
2004;Athens;Volleyball;RUS;Women;Silver;26
2004;Athens;Volleyball;RUS;Women;Silver;30
2004;Athens;Weightlifting;TUR;Men;Bronze;20
2004;Athens;Weightlifting;TUR;Men;Gold;27
2004;Athens;Weightlifting;CHN;Men;Silver;21
2004;Athens;Weightlifting;BUL;Men;Bronze;23
2004;Athens;Weightlifting;IRI;Men;Gold;20
2004;Athens;Weightlifting;LAT;Men;Silver;24
2004;Athens;Weightlifting;POL;Women;Bronze;22
2004;Athens;Weightlifting;CHN;Women;Gold;20
2004;Athens;Weightlifting;KOR;Women;Silver;20
2004;Athens;Weightlifting;RUS;Men;Bronze;27
2004;Athens;Weightlifting;RUS;Men;Gold;24
2004;Athens;Weightlifting;UKR;Men;Silver;26
2004;Athens;Weightlifting;THA;Women;Bronze;21
2004;Athens;Weightlifting;TUR;Women;Gold;23
2004;Athens;Weightlifting;CHN;Women;Silver;30
2004;Athens;Weightlifting;COL;Women;Bronze;30
2004;Athens;Weightlifting;THA;Women;Gold;18
2004;Athens;Weightlifting;INA;Women;Silver;20
2004;Athens;Weightlifting;THA;Women;Bronze;20
2004;Athens;Weightlifting;CHN;Women;Gold;24
2004;Athens;Weightlifting;PRK;Women;Silver;24
2004;Athens;Weightlifting;VEN;Men;Bronze;24
2004;Athens;Weightlifting;CHN;Men;Gold;28
2004;Athens;Weightlifting;CHN;Men;Silver;19
2004;Athens;Weightlifting;BLR;Women;Bronze;25
2004;Athens;Weightlifting;UKR;Women;Gold;22
2004;Athens;Weightlifting;BLR;Women;Silver;30
2004;Athens;Weightlifting;CRO;Men;Bronze;22
2004;Athens;Weightlifting;CHN;Men;Gold;30
2004;Athens;Weightlifting;KOR;Men;Silver;19
2004;Athens;Weightlifting;RUS;Women;Bronze;19
2004;Athens;Weightlifting;CHN;Women;Gold;29
2004;Athens;Weightlifting;HUN;Women;Silver;29
2004;Athens;Weightlifting;RUS;Women;Bronze;29
2004;Athens;Weightlifting;THA;Women;Gold;19
2004;Athens;Weightlifting;RUS;Women;Silver;27
2004;Athens;Weightlifting;RUS;Men;Bronze;28
2004;Athens;Weightlifting;TUR;Men;Gold;24
2004;Athens;Weightlifting;KAZ;Men;Silver;22
2004;Athens;Weightlifting;GRE;Men;Bronze;25
2004;Athens;Weightlifting;GEO;Men;Gold;22
2004;Athens;Weightlifting;BLR;Men;Silver;30
2004;Athens;Weightlifting;RUS;Men;Bronze;23
2004;Athens;Weightlifting;BUL;Men;Gold;30
2004;Athens;Weightlifting;RUS;Men;Silver;25
2004;Athens;Wrestling;USA;Women;Bronze;26
2004;Athens;Wrestling;UKR;Women;Gold;21
2004;Athens;Wrestling;JPN;Women;Silver;20
2004;Athens;Wrestling;JPN;Men;Bronze;18
2004;Athens;Wrestling;RUS;Men;Gold;27
2004;Athens;Wrestling;USA;Men;Silver;23
2004;Athens;Wrestling;FRA;Women;Bronze;20
