ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_TIENEETNIA;ESTU_PAIS_RESIDE;ESTU_ETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENESERVICIOTV;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_GLOBAL;ESTU_INSE_INDIVIDUAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_ESTABLECIMIENTO;ESTU_ESTADOINVESTIGACION;ESTU_GENERACION-E
CC;COLOMBIA;M;14/06/1993;20194;SB11201940318967;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;SOACHA;25754;Estrato 3;7 a 8;Cuatro;Primaria completa;Primaria completa;Es vendedor o trabaja en atención al público;Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;Si;No;No;0 A 10 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;Más de 2 horas;Entre 1 y 3 horas;Más de 30 horas;Si, en efectivo;663534;3,25754E+11;INST DE EDUCACIÓN PARA JOVENES Y ADULTOS DE SOACHA GENESIS;MIXTO;NO OFICIAL;A;NA;NA;3,25754E+11;INST DE EDUCACIÓN PARA JOVENES Y ADULTOS DE SOACHA GENESIS - SEDE PRINCIPAL;S;URBANO;SABATINA;25754;SOACHA;25;CUNDINAMARCA;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;51;45;3;48;42;2;53;67;2;50;63;2;40;27;A-;248;54;508.214.507.576.413;2;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;M;27/09/1996;20194;SB11201940023061;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;CHOCONTÁ;25183;Estrato 2;3 a 4;Tres;Primaria completa;Secundaria (Bachillerato) completa;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;Si;Si;Si;Si;No;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;1 o 2 veces por semana;3 a 5 veces por semana;Igual;No leo por entretenimiento;Entre 30 y 60 minutos;Menos de 10 horas;No;714196;3,11002E+11;COLEGIO SUPERIOR PALERMO;MIXTO;NO OFICIAL;A;NA;NA;3,11002E+11;COLEGIO SUPERIOR PALERMO - SEDE PRINCIPAL;S;URBANO;SABATINA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;25183;CHOCONTÁ;CUNDINAMARCA;25;49;39;2;48;41;2;49;56;2;44;48;2;53;64;A1;240;47;475.122.927.303.436;2;2;PUBLICAR;NO
TI;COLOMBIA;M;8/11/2003;20194;SB11201940540478;ESTUDIANTE;No;COLOMBIA;NA;CORDOBA;23;CIÉNAGA DE ORO;23189;Estrato 1;5 a 6;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;No;Si;No;Si;No;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;1 o 2 veces por semana;Igual;Entre 1 y 2 horas;Entre 30 y 60 minutos;Menos de 10 horas;Si, en efectivo;391615;2,23189E+11;COL SAN FCO DE ASIS DE FE Y ALEGRIA;MIXTO;OFICIAL;A;N;ACADÉMICO;2,23189E+11;COL SAN FCO DE ASIS DE FE Y ALEGRIA;S;RURAL;MAÑANA;23189;CIÉNAGA DE ORO;23;CORDOBA;N;23189;CIÉNAGA DE ORO;CORDOBA;23;58;69;3;55;63;3;58;81;3;63;90;3;52;62;A1;290;79;416.295.559.928.042;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;25/08/2003;20194;SB11201940525232;ESTUDIANTE;No;COLOMBIA;NA;CESAR;20;VALLEDUPAR;20001;Estrato 1;5 a 6;Tres;Postgrado;Técnica o tecnológica completa;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja por cuenta propia (por ejemplo plomero, electricista);Si;Si;Si;Si;No;No;Si;No;26 A 100 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;3 a 5 veces por semana;Mejor;Entre 1 y 2 horas;Entre 1 y 3 horas;0;No;133074;3,20001E+11;INSTITUTO OSVALDO VERGARA FERNANDEZ;MIXTO;NO OFICIAL;A;NA;ACADÉMICO;3,20001E+11;INSTITUTO OSVALDO VERGARA FERNANDEZ;S;URBANO;MAÑANA;20001;VALLEDUPAR;20;CESAR;N;20001;VALLEDUPAR;CESAR;20;68;94;4;59;75;3;58;81;3;53;70;2;48;51;A1;293;81;595.329.943.168.729;3;3;PUBLICAR;GENERACION E - GRATUIDAD
CE;COLOMBIA;F;9/01/2003;20194;SB11201940136944;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;CARTAGENA DE INDIAS;13001;Estrato 2;5 a 6;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);No;No;Si;Si;No;No;No;No;0 A 10 LIBROS;Nunca o rara vez comemos eso;3 a 5 veces por semana;Nunca o rara vez comemos eso;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;38265;1,13001E+11;INSTITUCION EDUCATIVA ANA MARIA VELEZ DE TRUJILLO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,13001E+11;INSTITUCION EDUCATIVA ANA MARIA VELEZ DE TRUJILLO;S;URBANO;MAÑANA;13001;CARTAGENA DE INDIAS;13;BOLIVAR;N;13001;CARTAGENA DE INDIAS;BOLIVAR;13;47;32;2;51;51;3;45;41;2;43;42;2;43;35;A-;231;41;456.221.875.388.268;2;2;PUBLICAR;NO
TI;COLOMBIA;M;4/09/2002;20194;SB11201940568332;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;ANOLAIMA;25040;Estrato 1;3 a 4;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;No;No;Si;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;30 minutos o menos;30 minutos o menos;Menos de 10 horas;Si, en efectivo;724500;2,2504E+11;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL LA FLORIDA;MIXTO;OFICIAL;A;N;ACADÉMICO;2,2504E+11;INSTITUCIÓN EDUCATIVA DEPARTAMENTAL LA FLORIDA;S;RURAL;UNICA;25040;ANOLAIMA;25;CUNDINAMARCA;N;25040;ANOLAIMA;CUNDINAMARCA;25;54;55;3;44;31;2;50;58;2;54;74;2;47;49;A-;251;55;453.927.903.083.109;2;2;PUBLICAR;GENERACION E - GRATUIDAD
CC;COLOMBIA;F;4/03/1999;20194;SB11201940455692;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;EL CERRITO;76248;Sin Estrato;3 a 4;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Es agricultor, pesquero o jornalero;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;No;Si;No;No;Si;No;Si;No;NA;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Igual;NA;30 minutos o menos;0;No;95075;2,76248E+11;IE SANTA ELENA;MIXTO;OFICIAL;A;N;ACADÉMICO;2,76248E+11;JORGE ISAACS SEDE PRINCIPAL;S;RURAL;MAÑANA;76248;EL CERRITO;76;VALLE;N;76248;EL CERRITO;VALLE;76;63;84;3;54;60;3;58;82;3;45;49;2;47;47;A-;272;69;452.427.103.396.295;2;2;PUBLICAR;NO
TI;COLOMBIA;F;15/06/2002;20194;SB11201940093087;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;RIONEGRO;5615;Estrato 3;3 a 4;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Si;Si;Si;Si;Si;No;Si;No;11 A 25 LIBROS;Todos o casi todos los días;1 o 2 veces por semana;Todos o casi todos los días;Igual;No leo por entretenimiento;Entre 1 y 3 horas;Menos de 10 horas;No;197343;1,05615E+11;I. E. CONCEJO MUNICIPAL EL PORVENIR;MIXTO;OFICIAL;A;N;ACADÉMICO;1,05615E+11;COLEGIO CONCEJO MUNICIPAL EL PORVENIR;S;URBANO;MAÑANA;5615;RIONEGRO;5;ANTIOQUIA;N;5615;RIONEGRO;ANTIOQUIA;5;54;57;3;59;74;3;52;65;2;44;46;2;56;75;A1;263;63;585.162.121.649.552;3;3;PUBLICAR;NO
TI;COLOMBIA;M;30/05/2003;20194;SB11201940340630;ESTUDIANTE;No;COLOMBIA;NA;TOLIMA;73;ORTEGA;73504;Estrato 1;5 a 6;Cuatro;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;No sabe;Es vendedor o trabaja en atención al público;No;Si;No;Si;Si;No;Si;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Mejor;30 minutos o menos;30 minutos o menos;Entre 21 y 30 horas;Si, en efectivo;659185;2,73504E+11;INSTITUCION EDUCATIVA SAMARIA;MIXTO;OFICIAL;A;N;ACADÉMICO;2,73504E+11;SAN NICOLAS;N;RURAL;TARDE;73504;ORTEGA;73;TOLIMA;N;73168;CHAPARRAL;TOLIMA;73;43;20;2;44;30;2;34;10;1;37;25;1;42;33;A-;198;19;458.548.456.876.867;2;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;16/11/2001;20194;SB11201940413753;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;BARRANQUILLA;8001;Estrato 2;5 a 6;Cuatro;Educación profesional completa;Educación profesional incompleta;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);No sabe;Si;Si;Si;Si;No;No;No;No;0 A 10 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;3 a 5 veces por semana;Mejor;No leo por entretenimiento;Más de 3 horas;Entre 11 y 20 horas;No;720748;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL EL SILENCIO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL EL SILENCIO - SEDE PRINCIPAL;S;URBANO;UNICA;8001;BARRANQUILLA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;51;44;3;57;70;3;41;28;2;50;62;2;49;53;A1;248;54;591.165.976.867.857;3;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;19/07/2002;20194;SB11201940216759;ESTUDIANTE;No;COLOMBIA;NA;CESAR;20;PAILITAS;20517;Sin Estrato;7 a 8;Tres;Primaria incompleta;Primaria incompleta;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;No;Si;No;No;Si;No;Si;No;26 A 100 LIBROS;Todos o casi todos los días;1 o 2 veces por semana;Nunca o rara vez comemos eso;Mejor;Entre 30 y 60 minutos;Entre 30 y 60 minutos;0;No;40642;1,20517E+11;I.E. AGROPECUARIO ROSA JAIMES BARRERA;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,20517E+11;I.E. AGROP. ROSA JAIMES BARRERA;S;URBANO;MAÑANA;20517;PAILITAS;20;CESAR;N;20228;CURUMANÍ;CESAR;20;38;11;2;50;48;2;40;25;1;38;30;1;40;27;A-;207;25;393.003.685.086.992;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;5/09/2002;20194;SB11201940392145;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 3;5 a 6;Tres;No sabe;No sabe;Es operario de máquinas o conduce vehículos (taxita, chofer);No sabe;Si;Si;Si;Si;Si;No;No;No;26 A 100 LIBROS;3 a 5 veces por semana;3 a 5 veces por semana;1 o 2 veces por semana;Mejor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;No;114819;3,11001E+11;COL SAN ISIDRO;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,11001E+11;COL SAN ISIDRO;S;URBANO;COMPLETA;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;62;81;3;52;56;3;48;50;2;53;71;2;55;71;A1;269;67;547.614.331.329.586;3;3;PUBLICAR;NO
TI;COLOMBIA;F;19/11/2002;20194;SB11201940254947;ESTUDIANTE;No;COLOMBIA;NA;LA GUAJIRA;44;MAICAO;44430;Estrato 3;3 a 4;Tres;Secundaria (Bachillerato) incompleta;Educación profesional incompleta;Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Si;Si;Si;Si;Si;No;No;Si;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;Nunca o rara vez comemos eso;Mejor;Entre 1 y 2 horas;Más de 3 horas;Menos de 10 horas;No;447870;3,4443E+11;INSTITUTO COLOMBIA MIA;MIXTO;NO OFICIAL;A;NA;NO APLICA;3,4443E+11;INSTITUTO COLOMBIA MIA;S;URBANO;MAÑANA;44430;MAICAO;44;LA GUAJIRA;N;44430;MAICAO;LA GUAJIRA;44;60;76;3;53;58;3;47;47;2;46;53;2;51;59;A1;257;60;586.940.644.793.454;3;3;PUBLICAR;NO
TI;COLOMBIA;F;28/03/2003;20194;SB11201940146795;ESTUDIANTE;No;COLOMBIA;NA;CALDAS;17;VICTORIA;17867;Estrato 3;3 a 4;Dos;Primaria incompleta;Primaria incompleta;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;No;Si;No;No;No;No;Si;No;NA;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Igual;No leo por entretenimiento;No Navega Internet;Menos de 10 horas;No;131847;2,17867E+11;INSTITUCION EDUCATIVA CAÑAVERAL;MIXTO;OFICIAL;A;NA;ACADÉMICO;2,17867E+11;INSTITUCION EDUCATIVA CAÑAVERAL - SEDE PRINCIPAL;S;RURAL;COMPLETA;17867;VICTORIA;17;CALDAS;N;17444;MARQUETALIA;CALDAS;17;42;17;2;40;21;2;38;20;1;40;34;1;49;54;A1;203;22;380.978.378.774.709;1;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;13/09/2003;20194;SB11201940051105;ESTUDIANTE;No;COLOMBIA;NA;ATLANTICO;8;BARRANQUILLA;8001;Estrato 1;7 a 8;Dos;Técnica o tecnológica completa;Secundaria (Bachillerato) incompleta;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es vendedor o trabaja en atención al público;No;No;No;Si;Si;No;No;No;0 A 10 LIBROS;3 a 5 veces por semana;Nunca o rara vez comemos eso;Todos o casi todos los días;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;0;Si, en efectivo;129676;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL NO. 161;MIXTO;OFICIAL;A;N;ACADÉMICO;1,08001E+11;INSTITUCION EDUCATIVA DISTRITAL NO. 161 - SEDE PRINCIPAL;S;URBANO;MAÑANA;8001;BARRANQUILLA;8;ATLANTICO;N;8001;BARRANQUILLA;ATLANTICO;8;56;63;3;59;76;3;60;85;3;53;71;2;58;78;A2;285;77;461.144.358.566.264;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;3/03/2002;20194;SB11201940587604;ESTUDIANTE;No;COLOMBIA;NA;BOLIVAR;13;CARTAGENA DE INDIAS;13001;Estrato 4;9 o más;Tres;Educación profesional completa;Técnica o tecnológica completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;Si;Si;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;Todos o casi todos los días;Igual;No leo por entretenimiento;Más de 3 horas;0;No;38000;1,13001E+11;INSTITUCION EDUCATIVA ANTONIO NARIÑO;MIXTO;OFICIAL;A;N;TÉCNICO/ACADÉMICO;1,13001E+11;INSTITUCION EDUCATIVA ANTONIO NARI?O;S;URBANO;TARDE;13001;CARTAGENA DE INDIAS;13;BOLIVAR;N;13001;CARTAGENA DE INDIAS;BOLIVAR;13;45;26;2;53;57;3;44;35;2;33;16;1;26;2;A-;212;28;628.906.477.910.365;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;10/09/2002;20194;SB11201940096443;ESTUDIANTE;No;COLOMBIA;NA;BOGOTÁ;11;BOGOTÁ D.C.;11001;Estrato 2;5 a 6;Cuatro;Primaria incompleta;Secundaria (Bachillerato) completa;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;Si;No;NA;1 o 2 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Mejor;No leo por entretenimiento;30 minutos o menos;0;No;98517;1,11001E+11;COLEGIO LA ESTANCIA -  SAN ISIDRO LABRADOR (IED);MIXTO;OFICIAL;A;N;ACADÉMICO;1,11001E+11;COL DIST LA ESTANCIA;S;URBANO;TARDE;11001;BOGOTÁ D.C.;11;BOGOTÁ;N;11001;BOGOTÁ D.C.;BOGOTÁ;11;56;64;3;57;69;3;57;79;3;54;73;2;39;26;A-;273;70;5.196.557.753.892;3;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;19/12/2001;20194;SB11201940092844;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;BUGALAGRANDE;76113;Estrato 2;5 a 6;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;No aplica;Trabaja en el hogar, no trabaja o estudia;Si;Si;No;Si;No;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;Todos o casi todos los días;1 o 2 veces por semana;Peor;Entre 30 y 60 minutos;Entre 1 y 3 horas;Menos de 10 horas;Si, en efectivo;18200;1,76113E+11;IE ANTONIO NARIÑO;MIXTO;OFICIAL;A;N;TÉCNICO;1,76113E+11;ANTONIO NARIÑO;S;URBANO;MAÑANA;76113;BUGALAGRANDE;76;VALLE;N;76113;BUGALAGRANDE;VALLE;76;65;89;3;48;41;2;49;55;2;54;73;2;53;64;A1;270;68;485.076.149.418.973;2;3;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;11/04/2002;20194;SB11201940274491;ESTUDIANTE;No;COLOMBIA;NA;ANTIOQUIA;5;GUATAPÉ;5321;Estrato 3;3 a 4;Dos;Educación profesional completa;Primaria incompleta;Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial;Es vendedor o trabaja en atención al público;Si;Si;Si;Si;Si;No;No;No;0 A 10 LIBROS;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Igual;Entre 1 y 2 horas;Entre 1 y 3 horas;0;Si, en efectivo;166090;1,05321E+11;I. E. NUESTRA SENORA DEL PILAR;MIXTO;OFICIAL;A;N;ACADÉMICO;1,05321E+11;I. E. NUESTRA SEÑORA DEL PILAR;S;URBANO;SABATINA;5321;GUATAPÉ;5;ANTIOQUIA;N;5541;PEÑOL;ANTIOQUIA;5;52;50;3;46;35;2;42;30;2;42;42;2;59;82;A2;233;42;593.902.933.136.841;3;3;PUBLICAR;NO
CC;COLOMBIA;F;16/11/2000;20194;SB11201940512388;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;YUMBO;76892;Estrato 2;5 a 6;Tres;Técnica o tecnológica completa;Secundaria (Bachillerato) incompleta;Es operario de máquinas o conduce vehículos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;Si;Si;No;Si;Si;No;Si;No;11 A 25 LIBROS;3 a 5 veces por semana;Todos o casi todos los días;Nunca o rara vez comemos eso;Igual;30 minutos o menos;Más de 3 horas;0;Si, en efectivo;165985;1,76892E+11;IE ANTONIA SANTOS;MIXTO;OFICIAL;A;N;ACADÉMICO;1,76892E+11;ANTONIA SANTOS;S;URBANO;NOCHE;76892;YUMBO;76;VALLE;N;76892;YUMBO;VALLE;76;52;50;3;53;57;3;56;76;3;47;55;2;51;60;A1;260;61;505.534.364.729.773;2;2;PUBLICAR;NO
CC;COLOMBIA;F;31/10/2000;20194;SB11201940437864;ESTUDIANTE;No;COLOMBIA;NA;VALLE;76;PALMIRA;76520;Estrato 2;3 a 4;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;No aplica;Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;No;No;Si;No;No;No;Si;No;11 A 25 LIBROS;Todos o casi todos los días;3 a 5 veces por semana;Todos o casi todos los días;Mejor;No leo por entretenimiento;Más de 3 horas;0;No;193789;1,7652E+11;IE MERCEDES ABREGO;MIXTO;OFICIAL;A;N;ACADÉMICO;1,7652E+11;MERCEDES ABREGO;S;URBANO;NOCHE;76520;PALMIRA;76;VALLE;N;76520;PALMIRA;VALLE;76;28;1;1;35;10;1;30;4;1;29;6;1;36;18;A-;155;2;468.799.611.778.589;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;F;14/09/2003;20194;SB11201940437712;ESTUDIANTE;No;COLOMBIA;NA;CUNDINAMARCA;25;LA PALMA;25394;Estrato 2;5 a 6;Cuatro;Primaria incompleta;Primaria completa;No aplica;Trabaja en el hogar, no trabaja o estudia;No;Si;No;No;No;No;No;No;11 A 25 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Igual;30 minutos o menos;30 minutos o menos;0;No;176180;2,25394E+11;INSTITUCION EDUCATIVA DEPARTAMENTAL COLEGIO BÁSICO POSTPRIMARIA RURAL EL HORTIGAL;MIXTO;OFICIAL;A;N;ACADÉMICO;2,25394E+11;INSTITUCION EDUCATIVA DEPARTAMENTAL COLEGIO BÁSICO POSTPRIMARIA RURAL EL HORTIGAL;S;RURAL;SABATINA;25394;LA PALMA;25;CUNDINAMARCA;N;25394;LA PALMA;CUNDINAMARCA;25;55;60;3;47;38;2;43;33;2;40;36;1;37;20;A-;228;39;401.866.284.703.126;1;1;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;28/01/2003;20194;SB11201940143887;ESTUDIANTE;No;COLOMBIA;NA;LA GUAJIRA;44;ALBANIA;44035;Estrato 2;3 a 4;Dos;Técnica o tecnológica completa;Técnica o tecnológica completa;Trabaja como profesional (por ejemplo médico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Si;Si;Si;Si;Si;No;No;No;NA;Todos o casi todos los días;Todos o casi todos los días;Todos o casi todos los días;Igual;30 minutos o menos;Entre 30 y 60 minutos;0;Si, en efectivo;616698;3,44035E+11;CENTRO EDUCATIVO CAMINO AL FUTURO;MIXTO;NO OFICIAL;A;NA;NO APLICA;3,44035E+11;CENTRO EDUCATIVO CAMINO AL FUTURO;S;URBANO;TARDE;44035;ALBANIA;44;LA GUAJIRA;N;44001;RIOHACHA;LA GUAJIRA;44;57;68;3;70;96;3;59;84;3;65;93;3;58;79;A2;312;89;622.129.871.013.207;3;3;PUBLICAR;NO
TI;COLOMBIA;F;5/02/2002;20194;SB11201940099017;ESTUDIANTE;No;COLOMBIA;NA;CORDOBA;23;MONTELÍBANO;23466;Estrato 1;5 a 6;Seis o mas;Secundaria (Bachillerato) incompleta;Primaria incompleta;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construcción;No;Si;Si;Si;No;Si;No;No;0 A 10 LIBROS;1 o 2 veces por semana;3 a 5 veces por semana;3 a 5 veces por semana;Mejor;30 minutos o menos;Entre 1 y 3 horas;Menos de 10 horas;Si, en efectivo y especie;139493;2,23466E+11;INSTITUCION EDUCATIVA  BELEN;MIXTO;OFICIAL;A;N;ACADÉMICO;2,23466E+11;INST EDU BELEN;S;RURAL;MAÑANA;23466;MONTELÍBANO;23;CORDOBA;N;23466;MONTELÍBANO;CORDOBA;23;33;4;1;46;36;2;41;26;2;38;28;1;40;26;A-;198;19;455.108.948.291.118;2;2;PUBLICAR;GENERACION E - GRATUIDAD
TI;COLOMBIA;M;13/07/2003;20194;SB11201940202958;ESTUDIANTE;No;COLOMBIA;NA;CESAR;20;AGUSTÍN CODAZZI;20013;Estrato 1;5 a 6;Tres;Educación profesional completa;Ninguno;Pensionado;No sabe;Si;Si;Si;Si;Si;No;Si;No;0 A 10 LIBROS;1 o 2 veces por semana;1 o 2 veces por semana;Nunca o rara vez comemos eso;Peor;30 minutos o menos;Entre 1 y 3 horas;Más de 30 horas;Si, en efectivo;107862;3,20013E+11;I.E. GABRIEL GARCIA MARQUEZ;MIXTO;NO OFICIAL;A;N;ACADÉMICO;3,20013E+11;I.E. GABRIEL GARCIA MARQUEZ - SEDE PRINCIPAL;S;URBANO;SABATINA;20013;AGUSTÍN CODAZZI;20;CESAR;N;20013;AGUSTÍN CODAZZI;CESAR;20;48;35;2;54;60;3;42;29;2;45;50;2;44;40;A-;235;44;502.781.252.275.295;2;2;PUBLICAR;GENERACION E - GRATUIDAD
